PassengerId,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Pclass,Embarked,Survived,Cabin
4794,"Dougherty, Mrs. Linda",female,24.5,0,0,W.E.P. 95612,40.2825,2,S,1,
4795,"Boyd, Lady. Jessica",female,31,1,2,C.A. 39894,176.8351,1,S,1,
4796,"Newton, Col. Joshua",male,44.8,0,1,SOTON/OQ 17746,10,2,S,0,
4797,"Carlson, Sir. Mark",male,32.1,1,0,PC 24028,10.4565,3,S,0,
4798,"Guerrero, Rev. Eric",male,26.9,1,0,W.E.P. 86002,10,2,S,0,
4799,"Williams, Rev. David",male,28.2,0,0,A/ 47950,7.3346,3,S,0,
4800,"Yates, Countess. Gina",female,23.3,0,1,PC 68256,189.1411,1,S,1,
4801,"Lopez, Countess. Teresa",female,54.2,0,0,C.A. 88684,170.3757,1,Q,1,
4802,"Adams, Miss. Crystal",female,11.9,1,0,PC 57511,16.0849,2,Q,1,
4803,"Harper, Sir. James",male,56.8,2,1,LINE 16741,127.3567,1,S,0,C119
4804,"Travis, Countess. Cynthia",female,46.2,0,0,PC 15402,104.4662,1,S,1,
4805,"Lyons, Rev. Derek",male,39.8,0,1,A/ 12659,43.6286,1,S,1,E110
4806,"Brown, Lady. Christy",female,9.7,2,0,W.E.P. 12985,18.5062,3,S,0,
4807,"Ryan, Col. James",male,41.2,1,0,A/ 92194,20,1,S,0,
4808,"Koch, Dr. David",male,25.7,1,0,PC 52304,16.5737,2,Q,0,
4809,"Gray, Major. Mark",male,48.6,0,0,PC 72921,20,1,S,0,B69
4810,"Ford, Col. Christian",male,28.7,1,1,C.A. 14030,20,1,S,1,D44
4811,"Lopez, Countess. Alyssa",female,43,0,0,SOTON/OQ 22528,58.4051,1,C,1,
4812,"Ramos, Major. Anthony",male,49.3,1,1,PC 69432,136.3655,1,S,1,D124
4813,"Barron, Mr. Hector",male,16.2,0,0,SOTON/OQ 59083,20,1,S,1,A56
4814,"Smith, Dr. Renee",female,36.8,0,1,LINE 95829,92.5679,1,C,1,D26
4815,"Rogers, Rev. Jonathan",male,43.3,0,0,W.E.P. 48443,66.1972,1,S,1,
4816,"Snow, Rev. Robert",male,47.8,0,0,C.A. 45228,158.7493,1,C,0,C135
4817,"Hogan, Mr. Stephen",male,60.5,0,1,STON/O 98540,289.2569,1,S,1,
4818,"Bailey, Sir. James",male,64.2,0,1,SOTON/OQ 91932,145.0369,1,S,0,C26
4819,"Howard, Lady. Sarah",female,47.1,0,0,LINE 45468,64.6426,1,Q,1,D3
4820,"Brandt, Countess. Rita",female,11.4,0,0,STON/O 48350,12.8373,3,S,1,
4821,"Williams, Countess. Karen",female,40.2,3,1,STON/O 19251,20,1,S,1,A50
4822,"Brown, Miss. Heather",female,43,1,0,PC 44065,117.4634,1,S,1,D68
4823,"Patel, Sir. Clayton",male,17.3,2,1,LINE 39616,133.9872,1,S,0,B116
4824,"Page, Dr. Nicholas",male,41.6,0,2,W.E.P. 54992,270.0986,1,S,1,B81
4825,"Klein, Sir. Stephen",male,0.3,0,0,SOTON/OQ 22351,19.1833,2,C,1,
4826,"Cook, Major. Chad",male,28,1,0,C.A. 47708,19.9059,3,S,1,
4827,"Bush, Mrs. Tina",female,40.2,1,0,W.E.P. 53242,89.8799,1,C,1,B3
4828,"Davidson, Col. Craig",male,22.6,0,0,W.E.P. 21521,31.194,2,S,0,
4829,"Perez, Countess. Desiree",female,46.9,0,1,STON/O 19208,77.6358,1,S,1,C41
4830,"Phelps, Col. Mark",male,52.9,1,0,SOTON/OQ 73036,59.8605,1,Q,0,B114
4831,"Jones, Dr. Jordan",male,26.7,0,0,A/ 96786,10.7349,2,S,1,
4832,"Howell, Mr. James",male,25.7,3,1,SOTON/OQ 97758,161.8894,1,S,0,C144
4833,"Clark, Mr. Joshua",male,12.9,0,0,PC 67864,17.2451,3,S,0,
4834,"Mckay, Countess. Carmen",female,51,1,0,C.A. 26658,17.6839,2,S,1,
4835,"Zimmerman, Mrs. Tracey",female,18.1,0,0,W.E.P. 53904,10,2,S,1,
4836,"Reed, Col. Ricky",male,18.6,0,0,SOTON/OQ 30539,5,3,C,0,
4837,"Watson, Col. Robert",male,49.8,0,0,A/ 99680,24.8874,1,C,0,
4838,"Walton, Dr. Maria",female,36.8,1,0,C.A. 85296,85.8401,1,C,1,A63
4839,"King, Dr. Richard",male,46.2,0,1,W.E.P. 86054,47.4291,1,S,0,E40
4840,"Park, Mr. Michael",male,49.8,0,0,PC 86557,24.1833,2,S,1,
4841,"Williamson, Rev. Jeff",male,36.4,1,0,SOTON/OQ 62580,125.2225,1,C,1,
4842,"Knapp, Mrs. Cheryl",female,36.9,0,0,SOTON/OQ 55786,16.4218,3,S,0,
4843,"Mcconnell, Mrs. Felicia",female,32.4,0,0,STON/O 62842,18.1978,2,Q,1,
4844,"Copeland, Mr. Jay",male,48,0,0,PC 66298,103.8043,1,S,1,
4845,"Jenkins, Mr. Frank",male,30.8,0,0,C.A. 73872,11.8673,3,C,0,
4846,"Davis, Col. Antonio",male,40.6,0,0,A/ 64418,62.9592,1,S,1,
4847,"Hernandez, Countess. Ashley",female,0.4,1,1,STON/O 20600,5,3,C,1,
4848,"Gray, Countess. Ashley",female,56.1,1,1,PC 99937,20,1,S,1,
4849,"Cook, Major. Daniel",male,32,2,0,LINE 82156,5,3,C,1,
4850,"Roberts, Lady. Erin",female,47,1,0,SOTON/OQ 63850,174.2729,1,S,1,
4851,"Smith, Sir. Brian",male,39.5,0,0,LINE 30372,20,1,S,0,
4852,"Morris, Col. Randy",male,21.2,2,0,STON/O 51450,38.0225,2,C,0,
4853,"Le, Rev. Nathan",male,35.1,1,1,LINE 23367,62.2276,1,C,1,
4854,"Joyce, Sir. Shane",male,23,1,0,STON/O 44073,40.3088,2,C,0,
4855,"King, Col. Jeffery",male,79.4,0,1,W.E.P. 17360,33.1335,1,S,1,E138
4856,"Jacobson, Mr. Marcus",male,29.3,2,0,STON/O 77377,24.8638,3,S,0,
4857,"Lawrence, Dr. Garrett",male,32.6,0,0,C.A. 87484,51.6489,1,S,1,A52
4858,"Bentley, Dr. Christina",female,29.7,0,0,W.E.P. 82114,20,1,S,1,E42
4859,"Miller, Dr. Nicole",female,24.6,0,0,PC 78217,51.235,1,S,1,A124
4860,"Mckinney, Sir. Adrian",male,21.3,0,0,LINE 83924,30.7719,2,S,0,
4861,"Higgins, Dr. Vernon",male,46.3,0,1,STON/O 78431,161.6632,1,S,0,C113
4862,"Estrada, Col. Christopher",male,46.6,0,1,SOTON/OQ 35012,133.9971,1,S,0,E102
4863,"Evans, Mr. Jonathan",male,45.4,2,2,LINE 73279,198.0133,1,C,1,
4864,"Small, Miss. Brenda",female,31.7,0,1,A/ 77685,5,3,Q,0,
4865,"Long, Mr. David",male,43,0,0,A/ 25831,135.3379,1,C,1,
4866,"Medina, Dr. Audrey",female,13.8,1,0,STON/O 86936,18.7327,3,S,0,
4867,"Johnston, Miss. Joanna",female,39,0,0,C.A. 61166,20,1,C,1,C84
4868,"Krause, Major. Ronald",male,41.6,1,0,SOTON/OQ 31542,20,1,S,1,E100
4869,"Burton, Countess. Tiffany",female,57.3,0,0,SOTON/OQ 77127,209.939,1,Q,1,A75
4870,"Williams, Col. Larry",male,16.9,1,1,C.A. 80866,21.5472,3,S,0,
4871,"Garcia, Lady. Betty",female,50.4,0,0,STON/O 45872,25.3296,2,S,1,
4872,"Morgan, Mr. Gerald",male,49,2,0,SOTON/OQ 92025,17.3518,2,Q,0,
4873,"Thornton, Sir. Randy",male,34.5,0,0,C.A. 66902,5,3,S,1,
4874,"Marshall, Col. Micheal",male,41.9,1,0,W.E.P. 57557,27.3542,3,C,0,
4875,"Vance, Mrs. Catherine",female,47.8,0,0,C.A. 98672,20,1,S,1,
4876,"Marsh, Mr. Tyler",male,64.8,0,0,STON/O 19919,17.8527,2,S,0,
4877,"Turner, Major. Brandon",male,54.2,2,0,LINE 61971,5,3,C,0,
4878,"Briggs, Major. Michael",male,25.5,0,0,W.E.P. 19080,14.5814,3,S,0,
4879,"Banks, Sir. Jeffrey",male,51.2,1,1,SOTON/OQ 19590,97.2909,1,C,0,B76
4880,"Phillips, Mr. Scott",male,43.4,0,0,PC 33245,12.3329,2,S,1,
4881,"Small, Col. Thomas",male,48.3,0,0,LINE 18386,20,1,S,1,D25
4882,"Smith, Col. Keith",male,42.1,0,0,SOTON/OQ 97588,82.6565,1,Q,0,D122
4883,"Hess, Major. Shawn",male,26.8,0,0,W.E.P. 52090,30,3,C,0,
4884,"Miller, Major. Robert",male,42.1,0,0,W.E.P. 49040,10,2,C,0,
4885,"Gardner, Countess. Katelyn",female,25,0,0,W.E.P. 10230,103.6566,1,S,1,A36
4886,"Ball, Lady. Samantha",female,19,0,0,W.E.P. 79415,14.1385,2,S,1,
4887,"Odonnell, Col. Jacob",male,57.2,0,0,LINE 68903,82.9659,1,S,1,
4888,"Ross, Sir. Vincent",male,25.5,0,0,LINE 15266,8.8115,3,Q,0,
4889,"Christian, Major. Richard",male,12.8,1,0,W.E.P. 58878,14.7944,2,S,0,
4890,"Reynolds, Lady. Jennifer",female,45.5,0,0,W.E.P. 26647,164.804,1,C,1,D92
4891,"Nelson, Rev. Daniel",male,24.1,0,0,W.E.P. 84133,106.4615,1,C,0,C84
4892,"Sanchez, Col. Justin",male,43.8,0,1,LINE 24135,34.4296,1,S,0,B102
4893,"Brown, Countess. Brittany",female,15.8,0,0,SOTON/OQ 48059,184.1801,1,S,1,C41
4894,"Ortiz, Mr. Ronald",male,16.4,0,0,STON/O 48126,10,2,S,0,
4895,"Gray, Col. Richard",male,18.5,0,1,A/ 89140,10,2,Q,0,
4896,"Garrett, Col. Jim",male,27.3,0,1,STON/O 49855,146.9578,1,S,1,
4897,"Smith, Sir. Jerry",male,41.9,1,0,W.E.P. 52744,10,2,C,0,
4898,"Martin, Sir. Kevin",male,17.7,0,0,STON/O 23320,46.7496,1,C,0,E26
4899,"Garcia, Col. Nicholas",male,37.2,0,0,C.A. 48832,18.5512,2,S,0,
4900,"Valdez, Dr. Robert",male,43.9,1,0,PC 91567,6.6472,3,C,0,
4901,"Cline, Col. Michael",male,9.7,1,0,PC 92018,21.6855,2,S,0,
4902,"Mccoy, Dr. Adam",male,12.9,1,0,PC 87806,22.569,2,C,0,
4903,"Joyce, Col. Charles",male,27.5,1,0,C.A. 54125,23.2056,2,C,0,
4904,"Sanchez, Countess. Rebecca",female,43.5,0,0,SOTON/OQ 19112,187.8113,1,S,1,E30
4905,"Wang, Rev. Joseph",male,37.2,0,1,C.A. 59946,18.8748,3,Q,0,
4906,"Carlson, Mrs. Crystal",female,34.2,0,0,C.A. 49851,20,1,S,1,E129
4907,"Strickland, Rev. Richard",male,37.9,1,0,PC 38474,20,1,S,0,A5
4908,"Horton, Dr. Joshua",male,23.2,2,1,PC 65131,61.809,1,S,1,
4909,"Dunn, Sir. Cody",male,17.9,0,0,SOTON/OQ 26773,10,2,S,0,
4910,"Lang, Sir. Samuel",male,63.9,0,0,SOTON/OQ 25580,20,1,S,1,C56
4911,"Bonilla, Col. Matthew",male,26.3,0,0,C.A. 77186,69.1188,1,C,1,E21
4912,"Brown, Mr. Juan",male,16.6,0,2,A/ 76592,21.7234,2,S,0,
4913,"Little, Rev. David",male,37.6,0,0,STON/O 61576,207.7336,1,C,0,
4914,"Chavez, Countess. Ashley",female,4.4,0,0,A/ 34798,25.8686,2,C,1,
4915,"Nelson, Rev. Dean",male,21.4,0,0,A/ 52975,5,3,C,0,
4916,"Rodriguez, Col. William",male,26.1,0,0,C.A. 62834,25.8729,3,S,1,
4917,"Michael, Dr. Jeremy",male,36.7,0,0,STON/O 72531,159.1444,1,S,1,
4918,"Thompson, Dr. Eric",male,26.2,1,0,PC 39504,20,1,C,0,A60
4919,"Watson, Mrs. Sandra",female,36.5,0,1,PC 34994,61.2875,1,S,1,B22
4920,"Macias, Sir. Jose",male,31,0,0,A/ 54302,146.1786,1,C,0,
4921,"Hernandez, Sir. Marcus",male,61.8,1,1,STON/O 31862,100.3986,1,S,0,
4922,"Benton, Mr. Jared",male,26.6,0,1,W.E.P. 37688,202.3225,1,S,0,
4923,"Smith, Mrs. Margaret",female,24.8,0,0,W.E.P. 21425,5,3,C,0,
4924,"Thompson, Miss. Erin",female,50,0,0,SOTON/OQ 81879,135.7085,1,S,1,B2
4925,"Smith, Sir. Steven",male,40.7,0,0,LINE 30148,14.997,3,Q,0,
4926,"Ramirez, Dr. Jessica",female,31.1,1,0,SOTON/OQ 18831,5,3,S,1,
4927,"Simmons, Mrs. Linda",female,25.3,0,0,C.A. 82800,188.1046,1,C,1,D111
4928,"Kemp, Mrs. Rita",female,12.5,0,0,SOTON/OQ 82488,13.8381,2,S,1,
4929,"Bryant, Dr. Jimmy",male,19.6,0,1,C.A. 49646,56.3862,1,Q,1,C39
4930,"Rodriguez, Major. Gerald",male,49.7,1,1,C.A. 22385,234.3654,1,Q,0,E14
4931,"Hamilton, Sir. Tyler",male,27.1,0,0,W.E.P. 22459,9.3199,3,S,0,
4932,"Sweeney, Mr. Michael",male,24.6,0,0,A/ 50309,16.7755,3,S,0,
4933,"Parker, Rev. William",male,21.3,0,0,STON/O 65081,20,1,C,1,A75
4934,"Wilkinson, Mr. Joseph",male,54.8,0,0,LINE 69657,112.6149,1,S,0,
4935,"Jordan, Dr. Jonathan",male,31.5,0,0,PC 16581,5,3,S,0,
4936,"Hays, Sir. Adrian",male,61.6,0,0,A/ 65184,250.6859,1,S,1,E22
4937,"Estrada, Sir. Christopher",male,25.2,0,1,PC 54021,25.4626,3,Q,0,
4938,"Hancock, Major. Ethan",male,54.1,0,0,C.A. 73615,133.6814,1,S,0,
4939,"Ruiz, Major. Jason",male,10.4,1,1,SOTON/OQ 60219,18.3152,2,S,0,
4940,"Smith, Col. Wesley",male,10.7,0,2,SOTON/OQ 32027,29.7301,2,S,0,
4941,"Williams, Major. David",male,7.9,1,0,LINE 80416,28.3525,2,S,0,
4942,"Hudson, Miss. Chelsea",female,55.2,0,0,A/ 53927,18.6651,2,S,1,
4943,"Rogers, Sir. Brian",male,42.9,0,0,LINE 62605,169.2491,1,C,0,B123
4944,"Henry, Major. Marc",male,38.7,1,0,A/ 50936,20,1,Q,0,
4945,"Garcia, Lady. Stephanie",female,46.6,0,0,SOTON/OQ 36472,20,1,S,1,E111
4946,"Johnson, Col. Daniel",male,29.3,1,0,LINE 77056,85.1489,1,C,1,B3
4947,"Williamson, Mr. Joel",male,29.7,0,1,C.A. 86929,18.3874,2,S,0,
4948,"Holmes, Dr. Steven",male,41.1,1,0,W.E.P. 96516,16.3937,2,S,0,
4949,"Rodriguez, Countess. Lori",female,44.6,0,0,PC 81842,111.3038,1,S,1,
4950,"Schwartz, Lady. Emily",female,33.6,0,0,W.E.P. 92036,14.7155,2,S,1,
4951,"Smith, Major. Casey",male,39.1,1,0,W.E.P. 42832,16.2707,2,Q,0,
4952,"Martinez, Col. Raymond",male,8.5,0,1,W.E.P. 19883,18.3885,3,S,0,
4953,"Ayala, Lady. Shelby",female,15.9,0,0,LINE 79991,9.5329,3,S,0,
4954,"Simmons, Dr. Ian",male,55.1,0,0,W.E.P. 35383,42.7497,2,S,0,
4955,"Bowen, Major. Jason",male,45.1,0,0,C.A. 53436,14.9793,2,S,0,
4956,"Kelley, Major. Curtis",male,23.7,0,0,SOTON/OQ 45885,5,3,S,0,
4957,"Cooper, Mr. James",male,45.9,2,0,LINE 36222,148.6228,1,S,0,C28
4958,"Patterson, Major. Juan",male,43.9,0,0,PC 63139,138.607,1,S,0,B34
4959,"Shah, Rev. Curtis",male,40.7,1,1,PC 31084,162.2698,1,C,0,D17
4960,"Fletcher, Rev. Kyle",male,52.3,0,0,W.E.P. 38440,34.0146,2,S,0,
4961,"Flores, Dr. John",male,51.8,1,1,STON/O 95273,104.4387,1,S,0,E95
4962,"Anderson, Rev. Michael",male,48.2,1,0,C.A. 27926,230.6406,1,S,0,D117
4963,"Jackson, Dr. Julian",male,18.5,0,0,STON/O 37633,23.8038,2,S,0,
4964,"Henderson, Countess. Veronica",female,23.3,1,1,SOTON/OQ 77567,118.1258,1,S,1,
4965,"Davis, Mrs. Rachel",female,0.2,0,0,A/ 66316,67.4145,1,Q,1,
4966,"Lee, Rev. Danny",male,34.6,0,1,A/ 59049,193.758,1,C,1,
4967,"Parsons, Major. Sean",male,36.7,1,0,LINE 94590,21.6963,3,C,0,
4968,"Gibson, Mr. Kyle",male,43.3,1,0,LINE 98483,174.2462,1,Q,0,E56
4969,"Anderson, Dr. Mark",male,37.2,0,0,C.A. 85081,174.6558,1,C,1,
4970,"Barnett, Col. Mark",male,30.6,1,0,PC 46460,12.0339,3,S,0,
4971,"Hubbard, Mr. Jeffery",male,25.7,1,2,LINE 61852,49.037,1,S,0,E1
4972,"Mcdonald, Rev. Jorge",male,53.8,0,0,SOTON/OQ 40488,20,1,S,0,E21
4973,"Young, Dr. Judy",female,30.8,0,0,STON/O 85246,30.0828,2,C,1,
4974,"Quinn, Major. Louis",male,41,0,1,LINE 95177,62.0259,1,S,0,
4975,"Maldonado, Lady. Angela",female,23.2,1,0,C.A. 79952,5.3396,3,S,0,
4976,"Johnson, Lady. April",female,36.9,1,0,C.A. 32605,93.364,1,S,1,
4977,"Dean, Dr. Lindsey",female,26.3,2,0,STON/O 97472,31.4739,2,S,1,
4978,"Caldwell, Miss. Kimberly",female,0.4,0,1,SOTON/OQ 75174,5,3,S,1,
4979,"Sanders, Dr. Melissa",female,34.9,1,0,A/ 18730,38.6525,1,S,1,D18
4980,"Fletcher, Rev. Dean",male,39.7,1,0,A/ 24125,41.7799,2,S,0,
4981,"Jones, Rev. William",male,19.7,0,0,C.A. 28234,5,3,S,0,
4982,"Newman, Miss. Mary",female,4.1,1,0,LINE 26919,32.673,1,S,1,D56
4983,"Taylor, Mrs. Christine",female,30.8,0,0,LINE 66347,16.0368,3,S,0,
4984,"Gonzales, Mr. Christopher",male,42.8,1,0,W.E.P. 57011,33.4766,1,S,0,
4985,"Hopkins, Rev. Nicholas",male,35.2,0,0,A/ 12497,187.3038,1,S,0,E120
4986,"Perez, Lady. Victoria",female,0.2,0,0,C.A. 90028,5,3,S,1,
4987,"Alvarez, Dr. Gerald",male,27.1,1,0,W.E.P. 63391,15.9166,3,S,0,
4988,"Anderson, Rev. William",male,5.7,0,0,A/ 48178,39.8322,2,S,0,
4989,"Torres, Lady. Jennifer",female,41,0,0,PC 42406,55.0864,1,C,1,B122
4990,"Howard, Miss. Janice",female,44.4,2,0,LINE 92318,10,2,S,1,
4991,"Morris, Mr. Brian",male,29.6,1,0,W.E.P. 68176,117.4124,1,S,0,
4992,"Morrison, Mrs. Emily",female,35.6,2,0,PC 56156,255.0095,1,S,1,B64
4993,"Miller, Mr. Kevin",male,51.9,1,1,LINE 21179,119.1862,1,S,1,
4994,"Hancock, Dr. Allison",female,55,0,0,LINE 30957,84.2717,1,S,1,D111
4995,"Hatfield, Lady. Maria",female,33.5,3,1,W.E.P. 87023,13.3048,3,S,1,
4996,"Smith, Rev. Jeffrey",male,34.3,0,0,STON/O 79925,50,2,S,0,
4997,"Bullock, Dr. Michael",male,37.5,1,1,W.E.P. 33097,75.3032,1,S,0,
4998,"Haynes, Lady. Tiffany",female,32.8,0,0,A/ 47580,151.4095,1,S,1,A79
4999,"Thompson, Rev. Douglas",male,60.4,2,0,PC 94335,118.8836,1,C,1,
5000,"Zavala, Sir. Erik",male,18.9,0,0,PC 70953,57.7924,1,S,0,D63
5001,"Parker, Rev. Mark",male,35.7,0,0,W.E.P. 62566,101.7773,1,S,0,E5
5002,"Warren, Mrs. Meredith",female,38.7,0,0,W.E.P. 62182,53.4415,1,S,1,C92
5003,"Harding, Mr. Andrew",male,42.8,1,0,C.A. 61925,5,3,S,1,
5004,"Rogers, Dr. Christopher",male,44.3,0,0,W.E.P. 28673,24.8446,3,C,0,
5005,"Smith, Mr. Jason",male,54.3,0,0,PC 74341,146.261,1,S,0,C82
5006,"Thornton, Major. Jeffrey",male,39.1,1,0,SOTON/OQ 48204,104.4559,1,Q,0,E43
5007,"Macdonald, Major. John",male,42.1,0,0,LINE 35061,27.6784,2,Q,0,
5008,"Anderson, Col. Joseph",male,17.5,0,0,A/ 46944,121.6717,1,C,0,D6
5009,"Moore, Lady. Brittany",female,71.7,2,0,C.A. 39094,32.4365,1,S,1,B74
5010,"Nolan, Col. Samuel",male,42.6,0,0,SOTON/OQ 28897,10,2,S,0,
5011,"Walker, Col. Jerry",male,9.7,2,0,PC 46578,10,2,C,0,
5012,"Willis, Mrs. Jessica",female,18,0,0,W.E.P. 48077,14.1481,2,S,1,
5013,"Washington, Mrs. Caitlin",female,29.8,0,0,A/ 55255,18.9246,3,S,1,
5014,"Garcia, Dr. Ellen",female,17.1,0,0,LINE 14875,142.2634,1,S,1,
5015,"Long, Countess. Cassandra",female,48.3,1,0,SOTON/OQ 60088,62.6621,1,S,1,C32
5016,"Ortiz, Lady. Joy",female,42.9,1,0,STON/O 81634,5.2259,3,S,0,
5017,"Smith, Mrs. Melissa",female,18.7,1,0,W.E.P. 92789,192.316,1,S,1,C14
5018,"Saunders, Rev. Micheal",male,37.2,0,1,A/ 45716,30,3,S,0,
5019,"Jones, Rev. Daniel",male,40.8,1,0,SOTON/OQ 80724,26.1757,3,S,1,
5020,"Fisher, Major. Aaron",male,10.8,0,0,C.A. 33323,11.5047,3,C,0,
5021,"Perez, Major. Michael",male,12,0,1,SOTON/OQ 52919,81.5891,1,S,0,A61
5022,"Johnson, Mrs. Natalie",female,19.8,1,1,C.A. 64273,20,1,S,1,A50
5023,"Jones, Countess. Tammy",female,9.4,0,0,A/ 57977,11.4515,3,S,1,
5024,"Roberson, Mr. Jacob",male,21.5,0,0,LINE 59593,25.733,2,S,0,
5025,"Reed, Major. Travis",male,53.8,3,0,A/ 38368,31.0616,1,S,0,E66
5026,"Jones, Mr. Timothy",male,0.5,1,1,LINE 69216,5,3,S,0,
5027,"Gordon, Rev. John",male,41.9,0,0,STON/O 35463,10,2,S,0,
5028,"Pierce, Dr. Alyssa",female,44.9,2,0,PC 65921,20,1,S,1,
5029,"Murray, Lady. Barbara",female,41,1,0,LINE 43511,83.3781,1,S,1,D42
5030,"Kennedy, Dr. Anthony",male,40.2,2,0,W.E.P. 99338,5.525,3,S,0,
5031,"Blake, Col. Chris",male,56.9,0,0,A/ 97539,13.8123,2,S,0,
5032,"Simpson, Mrs. Cathy",female,55.3,0,0,LINE 26692,86.554,1,S,1,E146
5033,"Le, Miss. Lori",female,38,1,0,W.E.P. 19392,14.8574,3,S,1,
5034,"Crane, Dr. Sharon",female,35.1,2,1,LINE 72261,51.8112,1,S,1,
5035,"Martinez, Col. Daniel",male,31.8,0,0,STON/O 28543,19.4824,2,S,0,
5036,"Hunt, Mrs. Dominique",female,43.7,2,0,W.E.P. 28885,20,1,Q,1,
5037,"Hunt, Mr. Craig",male,38.6,1,1,LINE 63568,58.685,1,S,0,E120
5038,"Gonzalez, Lady. Virginia",female,42.8,0,0,SOTON/OQ 41580,34.2753,1,S,1,
5039,"Garcia, Mr. Timothy",male,32.1,0,0,W.E.P. 10374,78.7201,1,S,0,E77
5040,"Miller, Dr. Cynthia",female,21.4,1,1,W.E.P. 50390,91.6135,1,S,1,D63
5041,"Marsh, Countess. Jennifer",female,4.4,0,0,PC 86524,119.013,1,S,1,
5042,"Davis, Sir. Paul",male,54,0,0,LINE 76781,59.9396,1,C,1,B34
5043,"White, Mr. Manuel",male,2.9,0,0,SOTON/OQ 58221,76.6454,1,Q,0,A138
5044,"Hall, Countess. Tina",female,57.9,1,1,W.E.P. 94256,87.3051,1,S,1,
5045,"Brown, Mr. Charles",male,21.2,0,0,A/ 16662,46.7102,1,Q,0,E60
5046,"Gutierrez, Dr. Kelli",female,30.9,0,1,SOTON/OQ 14807,47.603,1,Q,1,D4
5047,"Jenkins, Mrs. Nicole",female,36.8,0,0,PC 57983,230.4268,1,S,1,E44
5048,"Lamb, Miss. Caitlin",female,33.6,0,0,A/ 38545,5,3,C,1,
5049,"Moore, Miss. Melissa",female,35.2,1,0,STON/O 88602,151.8451,1,S,1,B48
5050,"Cruz, Col. Eric",male,57.1,0,0,C.A. 66905,28.5945,1,S,1,E35
5051,"Swanson, Mrs. Mary",female,0.2,0,0,LINE 31601,21.3287,3,S,0,
5052,"Hayes, Dr. Mark",male,37.1,0,0,SOTON/OQ 94715,6.176,3,C,0,
5053,"Moore, Sir. Bryan",male,35.3,0,1,C.A. 36083,238.5486,1,S,1,
5054,"Fisher, Miss. Natasha",female,25.9,1,0,STON/O 52517,20,1,S,1,
5055,"Thomas, Major. Anthony",male,60.8,1,0,A/ 86860,155.3999,1,S,1,
5056,"Fox, Mrs. Theresa",female,7.6,0,0,SOTON/OQ 85476,41.007,2,S,1,
5057,"Rios, Sir. Jesse",male,67.4,1,0,A/ 57402,67.1759,1,S,1,E142
5058,"Lewis, Rev. Arthur",male,45.8,0,1,SOTON/OQ 51855,155.8502,1,S,0,
5059,"Suarez, Mrs. Katherine",female,16.2,0,0,A/ 16261,59.9903,1,S,1,D5
5060,"Griffith, Mr. Walter",male,40.8,0,1,A/ 15578,18.3534,3,C,0,
5061,"Calderon, Rev. Christopher",male,56.8,1,0,C.A. 82444,42.7468,1,S,1,
5062,"Sanchez, Col. Joshua",male,47.1,0,0,PC 29787,21.4716,3,S,0,
5063,"Sanchez, Major. Eugene",male,28.8,0,0,C.A. 59600,14.0646,3,C,0,
5064,"Perez, Lady. Amy",female,12.3,0,0,C.A. 93410,36.1108,1,S,1,
5065,"Price, Countess. Emily",female,48.9,2,0,W.E.P. 15811,43.9382,2,S,1,
5066,"Anderson, Rev. Aaron",male,22.2,0,0,PC 18808,20,1,S,0,
5067,"Frazier, Mr. Charles",male,34,1,0,W.E.P. 73961,187.6321,1,C,1,C67
5068,"Smith, Countess. Kristin",female,19.3,0,1,SOTON/OQ 60113,16.073,3,C,0,
5069,"Watts, Major. Alexander",male,44.1,2,0,A/ 99794,135.8168,1,S,1,
5070,"Mitchell, Miss. Jennifer",female,23.8,1,0,LINE 62150,5,3,C,0,
5071,"Osborne, Miss. Jessica",female,42.8,0,0,SOTON/OQ 87464,17.0635,2,S,1,
5072,"Wilson, Dr. Michael",male,50.1,0,0,SOTON/OQ 36356,23.2546,1,S,1,
5073,"Lewis, Mrs. Patricia",female,8.2,1,0,W.E.P. 96262,5,3,Q,1,
5074,"Shah, Col. Kyle",male,32.5,0,1,W.E.P. 13626,20,1,S,0,C91
5075,"Mejia, Dr. Sheila",female,27.2,0,0,LINE 91428,26.2092,3,S,0,
5076,"Levy, Col. Jonathan",male,52.4,0,0,A/ 74768,41.1619,1,S,0,
5077,"Farmer, Mr. Tyler",male,29,0,0,PC 56614,30,3,S,0,
5078,"Carter, Dr. Amy",female,34.9,1,0,A/ 98187,20,1,S,1,C107
5079,"Taylor, Countess. Janice",female,41.6,0,0,A/ 60598,29.9786,1,S,1,
5080,"Davis, Col. Mario",male,39.2,1,1,C.A. 51769,58.5977,1,S,0,
5081,"Evans, Sir. Daniel",male,36.1,0,0,LINE 88851,10,2,S,1,
5082,"Watson, Dr. Manuel",male,65.7,2,0,PC 97849,34.4863,2,S,0,
5083,"Harris, Countess. Gloria",female,39.7,0,0,LINE 16878,168.7713,1,S,1,D91
5084,"Reed, Dr. Stephanie",female,28,1,0,A/ 21982,10,2,S,1,
5085,"Smith, Miss. Anna",female,38.7,0,2,W.E.P. 41785,20,1,Q,1,B23
5086,"Wood, Sir. Timothy",male,39.3,0,0,PC 50024,20,1,C,1,A21
5087,"Orozco, Major. Henry",male,41.3,1,0,A/ 24849,24.1874,2,Q,0,
