PassengerId,Name,Sex,Age,Pclass,Survived,rango_edad
4676,"Jones, Major. Rodney",male,42.1,1,1,Adulto
4677,"Morales, Lady. Carrie",female,21.6,2,1,Adulto_Joven
4678,"Rogers, Dr. Sandra",female,22.1,1,1,Adulto_Joven
4679,"Buckley, Sir. Steve",male,23.5,3,0,Adulto_Joven
4680,"Boyd, Col. Jared",male,19.6,1,0,Adolescente
4681,"Davis, Major. Sean",male,43.3,1,1,Adulto
4682,"Vazquez, Dr. Kevin",male,26.7,1,0,Adulto_Joven
4683,"Hardin, Col. Jeffrey",male,19.1,3,0,Adolescente
4684,"Bentley, Rev. Michael",male,27.2,3,0,Adulto_Joven
4685,"Fritz, Mr. Paul",male,42.3,1,1,Adulto
4686,"Peterson, Rev. Todd",male,20,1,0,Adulto_Joven
4687,"Suarez, Mr. Mark",male,41.8,1,0,Adulto
4688,"Potter, Countess. Karen",female,16.9,1,1,Adolescente
4689,"Ritter, Lady. Tracy",female,43.9,1,1,Adulto
4690,"Moody, Dr. Angela",female,13.5,3,0,Adolescente
4691,"Jones, Sir. John",male,4.9,2,0,Infante
4692,"Moore, Dr. Jason",male,32.7,1,0,Adulto_Joven
4693,"Miller, Major. Kenneth",male,38,1,0,Adulto_Joven
4694,"Li, Mr. Ryan",male,44,3,0,Adulto
4695,"Brown, Dr. Kimberly",female,30.7,2,1,Adulto_Joven
4696,"Smith, Major. Michael",male,29.8,1,1,Adulto_Joven
4697,"Li, Mrs. Sherry",female,33.9,1,1,Adulto_Joven
4698,"Griffin, Rev. Jordan",male,48.3,1,0,Adulto
4699,"Duran, Sir. Douglas",male,42.3,1,0,Adulto
4700,"Thompson, Dr. Janet",female,27.5,2,1,Adulto_Joven
4701,"Flores, Dr. Jonathan",male,26.7,1,1,Adulto_Joven
4702,"Walker, Col. Todd",male,25.4,3,0,Adulto_Joven
4703,"Lee, Miss. Jasmine",female,35.8,1,1,Adulto_Joven
4704,"Snyder, Sir. Devin",male,24.3,1,1,Adulto_Joven
4705,"Burton, Mrs. Angela",female,55.6,1,1,Adulto
4706,"Cochran, Dr. Christopher",male,5.8,3,1,Infante
4707,"Wright, Lady. Sara",female,24.7,2,1,Adulto_Joven
4708,"Jordan, Countess. Grace",female,48.6,1,1,Adulto
4709,"Young, Miss. Heather",female,45.1,1,1,Adulto
4710,"Harmon, Col. Taylor",male,33.9,3,1,Adulto_Joven
4711,"White, Rev. Timothy",male,36.1,1,0,Adulto_Joven
4712,"Perry, Dr. Sherry",female,29.9,1,1,Adulto_Joven
4713,"Bell, Mrs. Kimberly",female,21.2,1,1,Adulto_Joven
4714,"Taylor, Rev. Joshua",male,48.2,1,1,Adulto
4715,"King, Col. Daniel",male,48.2,1,1,Adulto
4716,"Martinez, Col. John",male,40.9,1,1,Adulto
4717,"Nguyen, Rev. Alex",male,32.2,1,1,Adulto_Joven
4718,"Gibbs, Miss. Barbara",female,34.2,3,0,Adulto_Joven
4719,"Harris, Lady. Donna",female,43.3,2,1,Adulto
4720,"Chapman, Col. Timothy",male,49.3,1,1,Adulto
4721,"Mercer, Dr. Christine",female,52.9,1,1,Adulto
4722,"Burnett, Sir. Michael",male,5.5,1,0,Infante
4723,"Decker, Mrs. Andrea",female,11.3,3,1,Infante
4724,"Cook, Sir. Darryl",male,67.3,1,0,Senior
4725,"Moore, Dr. Thomas",male,49.9,2,0,Adulto
4726,"White, Miss. Savannah",female,27.2,3,1,Adulto_Joven
4727,"Hall, Major. Benjamin",male,49.9,2,0,Adulto
4728,"Wilson, Rev. William",male,29.5,3,0,Adulto_Joven
4729,"Brown, Major. Patrick",male,32.2,3,0,Adulto_Joven
4730,"Davis, Countess. Stacy",female,54.6,1,1,Adulto
4731,"Smith, Lady. Mary",female,49.7,1,1,Adulto
4732,"Diaz, Major. Corey",male,53.1,1,0,Adulto
4733,"Holland, Rev. Richard",male,23.2,3,0,Adulto_Joven
4734,"Young, Dr. Jade",female,32,3,1,Adulto_Joven
4735,"Reid, Countess. Brittany",female,55.6,2,1,Adulto
4736,"Hernandez, Mr. Timothy",male,48.9,1,1,Adulto
4737,"Smith, Lady. Jessica",female,33,2,1,Adulto_Joven
4738,"Hubbard, Major. Jared",male,39,1,0,Adulto_Joven
4739,"Shaffer, Mrs. Valerie",female,34.3,3,0,Adulto_Joven
4740,"Atkinson, Sir. John",male,15,1,1,Adolescente
4741,"Hale, Dr. Rebekah",female,48,1,1,Adulto
4742,"Moore, Major. Chris",male,49.8,1,0,Adulto
4743,"Davis, Rev. Bradley",male,46.1,1,0,Adulto
4744,"Gutierrez, Mr. Jonathan",male,14.8,1,0,Adolescente
4745,"Cordova, Major. Michael",male,34.7,1,1,Adulto_Joven
4746,"Bell, Col. Brandon",male,28.8,1,1,Adulto_Joven
4747,"Johnson, Lady. Jessica",female,22.3,1,1,Adulto_Joven
4748,"Henderson, Countess. Margaret",female,66.4,2,1,Senior
4749,"Perez, Rev. Marcus",male,20.1,3,1,Adulto_Joven
4750,"Hayden, Mr. Robert",male,19.7,1,0,Adolescente
4751,"Hayes, Dr. Darren",male,40.4,1,1,Adulto
4752,"Bass, Mr. Paul",male,64.4,1,0,Senior
4753,"Walker, Rev. Brian",male,37.3,2,0,Adulto_Joven
4754,"Davis, Rev. Tyler",male,79.3,1,0,Senior
4755,"Mitchell, Mrs. Kelsey",female,24.9,2,1,Adulto_Joven
4756,"Griffin, Lady. Tiffany",female,16.8,3,1,Adolescente
4757,"Flores, Countess. Jillian",female,19.3,1,1,Adolescente
4758,"Whitaker, Major. Nathan",male,39.6,3,0,Adulto_Joven
4759,"Smith, Countess. Victoria",female,39.5,3,0,Adulto_Joven
4760,"Gomez, Sir. Ryan",male,38.3,1,0,Adulto_Joven
4761,"Robles, Mrs. Jessica",female,30.3,1,1,Adulto_Joven
4762,"Jordan, Mrs. Kathleen",female,51.5,1,1,Adulto
4763,"Wright, Col. Edwin",male,21.6,2,0,Adulto_Joven
4764,"Larson, Col. Robert",male,52.2,1,0,Adulto
4765,"Reeves, Rev. Jerome",male,18.6,1,0,Adolescente
4766,"Collins, Mr. Scott",male,54.3,2,0,Adulto
4767,"Martinez, Mr. Matthew",male,13.4,1,0,Adolescente
4768,"Davis, Col. Ricardo",male,30.1,2,0,Adulto_Joven
4769,"Robinson, Rev. Brandon",male,51.5,2,0,Adulto
4770,"Guerrero, Rev. Samuel",male,54.9,1,0,Adulto
4771,"Meyer, Dr. Mary",female,22.4,3,0,Adulto_Joven
4772,"Butler, Major. Derek",male,26.8,3,0,Adulto_Joven
4773,"Schultz, Mr. John",male,27.2,2,0,Adulto_Joven
4774,"Maxwell, Miss. Victoria",female,26.4,1,0,Adulto_Joven
4775,"Mccann, Major. Paul",male,27.6,2,0,Adulto_Joven
4776,"Rivera, Col. Glenn",male,54.9,1,0,Adulto
4777,"Campbell, Rev. Kevin",male,56.3,1,0,Adulto
4778,"Sweeney, Sir. Brandon",male,39.7,1,1,Adulto_Joven
4779,"Newman, Sir. Jonathan",male,37.8,1,1,Adulto_Joven
4780,"Blair, Sir. James",male,31.9,3,0,Adulto_Joven
4781,"Johnson, Mrs. Maria",female,60,3,0,Senior
4782,"Perez, Dr. Jacob",male,0.2,3,0,Infante
4783,"Nguyen, Mr. Eric",male,43.1,1,0,Adulto
4784,"Harris, Major. Edward",male,33.3,3,0,Adulto_Joven
4785,"Stevenson, Mr. Zachary",male,22.8,1,1,Adulto_Joven
4786,"Cooper, Mr. Ronnie",male,58.8,1,1,Adulto
4787,"Walker, Mrs. Kimberly",female,31.2,2,1,Adulto_Joven
4788,"Hahn, Dr. Gina",female,24.7,1,1,Adulto_Joven
4789,"Chavez, Dr. Matthew",male,23.4,2,1,Adulto_Joven
4790,"Sanders, Mr. Edward",male,24.7,1,0,Adulto_Joven
4791,"Anderson, Sir. Michael",male,35.1,1,0,Adulto_Joven
4792,"Ross, Col. Nicholas",male,57.3,1,1,Adulto
4793,"Roberts, Mrs. Sandra",female,18.3,3,1,Adolescente
4794,"Dougherty, Mrs. Linda",female,24.5,2,1,Adulto_Joven
4795,"Boyd, Lady. Jessica",female,31,1,1,Adulto_Joven
4796,"Newton, Col. Joshua",male,44.8,2,0,Adulto
4797,"Carlson, Sir. Mark",male,32.1,3,0,Adulto_Joven
4798,"Guerrero, Rev. Eric",male,26.9,2,0,Adulto_Joven
4799,"Williams, Rev. David",male,28.2,3,0,Adulto_Joven
4800,"Yates, Countess. Gina",female,23.3,1,1,Adulto_Joven
4801,"Lopez, Countess. Teresa",female,54.2,1,1,Adulto
4802,"Adams, Miss. Crystal",female,11.9,2,1,Infante
4803,"Harper, Sir. James",male,56.8,1,0,Adulto
4804,"Travis, Countess. Cynthia",female,46.2,1,1,Adulto
4805,"Lyons, Rev. Derek",male,39.8,1,1,Adulto_Joven
4806,"Brown, Lady. Christy",female,9.7,3,0,Infante
4807,"Ryan, Col. James",male,41.2,1,0,Adulto
4808,"Koch, Dr. David",male,25.7,2,0,Adulto_Joven
4809,"Gray, Major. Mark",male,48.6,1,0,Adulto
4810,"Ford, Col. Christian",male,28.7,1,1,Adulto_Joven
4811,"Lopez, Countess. Alyssa",female,43,1,1,Adulto
4812,"Ramos, Major. Anthony",male,49.3,1,1,Adulto
4813,"Barron, Mr. Hector",male,16.2,1,1,Adolescente
4814,"Smith, Dr. Renee",female,36.8,1,1,Adulto_Joven
4815,"Rogers, Rev. Jonathan",male,43.3,1,1,Adulto
4816,"Snow, Rev. Robert",male,47.8,1,0,Adulto
4817,"Hogan, Mr. Stephen",male,60.5,1,1,Senior
4818,"Bailey, Sir. James",male,64.2,1,0,Senior
4819,"Howard, Lady. Sarah",female,47.1,1,1,Adulto
4820,"Brandt, Countess. Rita",female,11.4,3,1,Infante
4821,"Williams, Countess. Karen",female,40.2,1,1,Adulto
4822,"Brown, Miss. Heather",female,43,1,1,Adulto
4823,"Patel, Sir. Clayton",male,17.3,1,0,Adolescente
4824,"Page, Dr. Nicholas",male,41.6,1,1,Adulto
4825,"Klein, Sir. Stephen",male,0.3,2,1,Infante
4826,"Cook, Major. Chad",male,28,3,1,Adulto_Joven
4827,"Bush, Mrs. Tina",female,40.2,1,1,Adulto
4828,"Davidson, Col. Craig",male,22.6,2,0,Adulto_Joven
4829,"Perez, Countess. Desiree",female,46.9,1,1,Adulto
4830,"Phelps, Col. Mark",male,52.9,1,0,Adulto
4831,"Jones, Dr. Jordan",male,26.7,2,1,Adulto_Joven
4832,"Howell, Mr. James",male,25.7,1,0,Adulto_Joven
4833,"Clark, Mr. Joshua",male,12.9,3,0,Infante
4834,"Mckay, Countess. Carmen",female,51,2,1,Adulto
4835,"Zimmerman, Mrs. Tracey",female,18.1,2,1,Adolescente
4836,"Reed, Col. Ricky",male,18.6,3,0,Adolescente
4837,"Watson, Col. Robert",male,49.8,1,0,Adulto
4838,"Walton, Dr. Maria",female,36.8,1,1,Adulto_Joven
4839,"King, Dr. Richard",male,46.2,1,0,Adulto
4840,"Park, Mr. Michael",male,49.8,2,1,Adulto
4841,"Williamson, Rev. Jeff",male,36.4,1,1,Adulto_Joven
4842,"Knapp, Mrs. Cheryl",female,36.9,3,0,Adulto_Joven
4843,"Mcconnell, Mrs. Felicia",female,32.4,2,1,Adulto_Joven
4844,"Copeland, Mr. Jay",male,48,1,1,Adulto
4845,"Jenkins, Mr. Frank",male,30.8,3,0,Adulto_Joven
4846,"Davis, Col. Antonio",male,40.6,1,1,Adulto
4847,"Hernandez, Countess. Ashley",female,0.4,3,1,Infante
4848,"Gray, Countess. Ashley",female,56.1,1,1,Adulto
4849,"Cook, Major. Daniel",male,32,3,1,Adulto_Joven
4850,"Roberts, Lady. Erin",female,47,1,1,Adulto
4851,"Smith, Sir. Brian",male,39.5,1,0,Adulto_Joven
4852,"Morris, Col. Randy",male,21.2,2,0,Adulto_Joven
4853,"Le, Rev. Nathan",male,35.1,1,1,Adulto_Joven
4854,"Joyce, Sir. Shane",male,23,2,0,Adulto_Joven
4855,"King, Col. Jeffery",male,79.4,1,1,Senior
4856,"Jacobson, Mr. Marcus",male,29.3,3,0,Adulto_Joven
4857,"Lawrence, Dr. Garrett",male,32.6,1,1,Adulto_Joven
4858,"Bentley, Dr. Christina",female,29.7,1,1,Adulto_Joven
4859,"Miller, Dr. Nicole",female,24.6,1,1,Adulto_Joven
4860,"Mckinney, Sir. Adrian",male,21.3,2,0,Adulto_Joven
4861,"Higgins, Dr. Vernon",male,46.3,1,0,Adulto
4862,"Estrada, Col. Christopher",male,46.6,1,0,Adulto
4863,"Evans, Mr. Jonathan",male,45.4,1,1,Adulto
4864,"Small, Miss. Brenda",female,31.7,3,0,Adulto_Joven
4865,"Long, Mr. David",male,43,1,1,Adulto
4866,"Medina, Dr. Audrey",female,13.8,3,0,Adolescente
4867,"Johnston, Miss. Joanna",female,39,1,1,Adulto_Joven
4868,"Krause, Major. Ronald",male,41.6,1,1,Adulto
4869,"Burton, Countess. Tiffany",female,57.3,1,1,Adulto
4870,"Williams, Col. Larry",male,16.9,3,0,Adolescente
4871,"Garcia, Lady. Betty",female,50.4,2,1,Adulto
4872,"Morgan, Mr. Gerald",male,49,2,0,Adulto
4873,"Thornton, Sir. Randy",male,34.5,3,1,Adulto_Joven
4874,"Marshall, Col. Micheal",male,41.9,3,0,Adulto
4875,"Vance, Mrs. Catherine",female,47.8,1,1,Adulto
4876,"Marsh, Mr. Tyler",male,64.8,2,0,Senior
4877,"Turner, Major. Brandon",male,54.2,3,0,Adulto
4878,"Briggs, Major. Michael",male,25.5,3,0,Adulto_Joven
4879,"Banks, Sir. Jeffrey",male,51.2,1,0,Adulto
4880,"Phillips, Mr. Scott",male,43.4,2,1,Adulto
4881,"Small, Col. Thomas",male,48.3,1,1,Adulto
4882,"Smith, Col. Keith",male,42.1,1,0,Adulto
4883,"Hess, Major. Shawn",male,26.8,3,0,Adulto_Joven
4884,"Miller, Major. Robert",male,42.1,2,0,Adulto
4885,"Gardner, Countess. Katelyn",female,25,1,1,Adulto_Joven
4886,"Ball, Lady. Samantha",female,19,2,1,Adolescente
4887,"Odonnell, Col. Jacob",male,57.2,1,1,Adulto
4888,"Ross, Sir. Vincent",male,25.5,3,0,Adulto_Joven
4889,"Christian, Major. Richard",male,12.8,2,0,Infante
4890,"Reynolds, Lady. Jennifer",female,45.5,1,1,Adulto
4891,"Nelson, Rev. Daniel",male,24.1,1,0,Adulto_Joven
4892,"Sanchez, Col. Justin",male,43.8,1,0,Adulto
4893,"Brown, Countess. Brittany",female,15.8,1,1,Adolescente
4894,"Ortiz, Mr. Ronald",male,16.4,2,0,Adolescente
4895,"Gray, Col. Richard",male,18.5,2,0,Adolescente
4896,"Garrett, Col. Jim",male,27.3,1,1,Adulto_Joven
4897,"Smith, Sir. Jerry",male,41.9,2,0,Adulto
4898,"Martin, Sir. Kevin",male,17.7,1,0,Adolescente
4899,"Garcia, Col. Nicholas",male,37.2,2,0,Adulto_Joven
4900,"Valdez, Dr. Robert",male,43.9,3,0,Adulto
4901,"Cline, Col. Michael",male,9.7,2,0,Infante
4902,"Mccoy, Dr. Adam",male,12.9,2,0,Infante
4903,"Joyce, Col. Charles",male,27.5,2,0,Adulto_Joven
4904,"Sanchez, Countess. Rebecca",female,43.5,1,1,Adulto
4905,"Wang, Rev. Joseph",male,37.2,3,0,Adulto_Joven
4906,"Carlson, Mrs. Crystal",female,34.2,1,1,Adulto_Joven
4907,"Strickland, Rev. Richard",male,37.9,1,0,Adulto_Joven
4908,"Horton, Dr. Joshua",male,23.2,1,1,Adulto_Joven
4909,"Dunn, Sir. Cody",male,17.9,2,0,Adolescente
4910,"Lang, Sir. Samuel",male,63.9,1,1,Senior
4911,"Bonilla, Col. Matthew",male,26.3,1,1,Adulto_Joven
4912,"Brown, Mr. Juan",male,16.6,2,0,Adolescente
4913,"Little, Rev. David",male,37.6,1,0,Adulto_Joven
4914,"Chavez, Countess. Ashley",female,4.4,2,1,Infante
4915,"Nelson, Rev. Dean",male,21.4,3,0,Adulto_Joven
4916,"Rodriguez, Col. William",male,26.1,3,1,Adulto_Joven
4917,"Michael, Dr. Jeremy",male,36.7,1,1,Adulto_Joven
4918,"Thompson, Dr. Eric",male,26.2,1,0,Adulto_Joven
4919,"Watson, Mrs. Sandra",female,36.5,1,1,Adulto_Joven
4920,"Macias, Sir. Jose",male,31,1,0,Adulto_Joven
4921,"Hernandez, Sir. Marcus",male,61.8,1,0,Senior
4922,"Benton, Mr. Jared",male,26.6,1,0,Adulto_Joven
4923,"Smith, Mrs. Margaret",female,24.8,3,0,Adulto_Joven
4924,"Thompson, Miss. Erin",female,50,1,1,Adulto
4925,"Smith, Sir. Steven",male,40.7,3,0,Adulto
4926,"Ramirez, Dr. Jessica",female,31.1,3,1,Adulto_Joven
4927,"Simmons, Mrs. Linda",female,25.3,1,1,Adulto_Joven
4928,"Kemp, Mrs. Rita",female,12.5,2,1,Infante
4929,"Bryant, Dr. Jimmy",male,19.6,1,1,Adolescente
4930,"Rodriguez, Major. Gerald",male,49.7,1,0,Adulto
4931,"Hamilton, Sir. Tyler",male,27.1,3,0,Adulto_Joven
4932,"Sweeney, Mr. Michael",male,24.6,3,0,Adulto_Joven
4933,"Parker, Rev. William",male,21.3,1,1,Adulto_Joven
4934,"Wilkinson, Mr. Joseph",male,54.8,1,0,Adulto
4935,"Jordan, Dr. Jonathan",male,31.5,3,0,Adulto_Joven
4936,"Hays, Sir. Adrian",male,61.6,1,1,Senior
4937,"Estrada, Sir. Christopher",male,25.2,3,0,Adulto_Joven
4938,"Hancock, Major. Ethan",male,54.1,1,0,Adulto
4939,"Ruiz, Major. Jason",male,10.4,2,0,Infante
4940,"Smith, Col. Wesley",male,10.7,2,0,Infante
4941,"Williams, Major. David",male,7.9,2,0,Infante
4942,"Hudson, Miss. Chelsea",female,55.2,2,1,Adulto
4943,"Rogers, Sir. Brian",male,42.9,1,0,Adulto
4944,"Henry, Major. Marc",male,38.7,1,0,Adulto_Joven
4945,"Garcia, Lady. Stephanie",female,46.6,1,1,Adulto
4946,"Johnson, Col. Daniel",male,29.3,1,1,Adulto_Joven
4947,"Williamson, Mr. Joel",male,29.7,2,0,Adulto_Joven
4948,"Holmes, Dr. Steven",male,41.1,2,0,Adulto
4949,"Rodriguez, Countess. Lori",female,44.6,1,1,Adulto
4950,"Schwartz, Lady. Emily",female,33.6,2,1,Adulto_Joven
4951,"Smith, Major. Casey",male,39.1,2,0,Adulto_Joven
4952,"Martinez, Col. Raymond",male,8.5,3,0,Infante
4953,"Ayala, Lady. Shelby",female,15.9,3,0,Adolescente
4954,"Simmons, Dr. Ian",male,55.1,2,0,Adulto
4955,"Bowen, Major. Jason",male,45.1,2,0,Adulto
4956,"Kelley, Major. Curtis",male,23.7,3,0,Adulto_Joven
4957,"Cooper, Mr. James",male,45.9,1,0,Adulto
4958,"Patterson, Major. Juan",male,43.9,1,0,Adulto
4959,"Shah, Rev. Curtis",male,40.7,1,0,Adulto
4960,"Fletcher, Rev. Kyle",male,52.3,2,0,Adulto
4961,"Flores, Dr. John",male,51.8,1,0,Adulto
4962,"Anderson, Rev. Michael",male,48.2,1,0,Adulto
4963,"Jackson, Dr. Julian",male,18.5,2,0,Adolescente
4964,"Henderson, Countess. Veronica",female,23.3,1,1,Adulto_Joven
4965,"Davis, Mrs. Rachel",female,0.2,1,1,Infante
4966,"Lee, Rev. Danny",male,34.6,1,1,Adulto_Joven
4967,"Parsons, Major. Sean",male,36.7,3,0,Adulto_Joven
4968,"Gibson, Mr. Kyle",male,43.3,1,0,Adulto
4969,"Anderson, Dr. Mark",male,37.2,1,1,Adulto_Joven
4970,"Barnett, Col. Mark",male,30.6,3,0,Adulto_Joven
4971,"Hubbard, Mr. Jeffery",male,25.7,1,0,Adulto_Joven
4972,"Mcdonald, Rev. Jorge",male,53.8,1,0,Adulto
4973,"Young, Dr. Judy",female,30.8,2,1,Adulto_Joven
4974,"Quinn, Major. Louis",male,41,1,0,Adulto
4975,"Maldonado, Lady. Angela",female,23.2,3,0,Adulto_Joven
4976,"Johnson, Lady. April",female,36.9,1,1,Adulto_Joven
4977,"Dean, Dr. Lindsey",female,26.3,2,1,Adulto_Joven
4978,"Caldwell, Miss. Kimberly",female,0.4,3,1,Infante
4979,"Sanders, Dr. Melissa",female,34.9,1,1,Adulto_Joven
4980,"Fletcher, Rev. Dean",male,39.7,2,0,Adulto_Joven
4981,"Jones, Rev. William",male,19.7,3,0,Adolescente
4982,"Newman, Miss. Mary",female,4.1,1,1,Infante
4983,"Taylor, Mrs. Christine",female,30.8,3,0,Adulto_Joven
4984,"Gonzales, Mr. Christopher",male,42.8,1,0,Adulto
4985,"Hopkins, Rev. Nicholas",male,35.2,1,0,Adulto_Joven
4986,"Perez, Lady. Victoria",female,0.2,3,1,Infante
4987,"Alvarez, Dr. Gerald",male,27.1,3,0,Adulto_Joven
4988,"Anderson, Rev. William",male,5.7,2,0,Infante
4989,"Torres, Lady. Jennifer",female,41,1,1,Adulto
4990,"Howard, Miss. Janice",female,44.4,2,1,Adulto
4991,"Morris, Mr. Brian",male,29.6,1,0,Adulto_Joven
4992,"Morrison, Mrs. Emily",female,35.6,1,1,Adulto_Joven
4993,"Miller, Mr. Kevin",male,51.9,1,1,Adulto
4994,"Hancock, Dr. Allison",female,55,1,1,Adulto
4995,"Hatfield, Lady. Maria",female,33.5,3,1,Adulto_Joven
4996,"Smith, Rev. Jeffrey",male,34.3,2,0,Adulto_Joven
4997,"Bullock, Dr. Michael",male,37.5,1,0,Adulto_Joven
4998,"Haynes, Lady. Tiffany",female,32.8,1,1,Adulto_Joven
4999,"Thompson, Rev. Douglas",male,60.4,1,1,Senior
5000,"Zavala, Sir. Erik",male,18.9,1,0,Adolescente
5001,"Parker, Rev. Mark",male,35.7,1,0,Adulto_Joven
5002,"Warren, Mrs. Meredith",female,38.7,1,1,Adulto_Joven
5003,"Harding, Mr. Andrew",male,42.8,3,1,Adulto
5004,"Rogers, Dr. Christopher",male,44.3,3,0,Adulto
5005,"Smith, Mr. Jason",male,54.3,1,0,Adulto
5006,"Thornton, Major. Jeffrey",male,39.1,1,0,Adulto_Joven
5007,"Macdonald, Major. John",male,42.1,2,0,Adulto
5008,"Anderson, Col. Joseph",male,17.5,1,0,Adolescente
5009,"Moore, Lady. Brittany",female,71.7,1,1,Senior
5010,"Nolan, Col. Samuel",male,42.6,2,0,Adulto
5011,"Walker, Col. Jerry",male,9.7,2,0,Infante
5012,"Willis, Mrs. Jessica",female,18,2,1,Adolescente
5013,"Washington, Mrs. Caitlin",female,29.8,3,1,Adulto_Joven
5014,"Garcia, Dr. Ellen",female,17.1,1,1,Adolescente
5015,"Long, Countess. Cassandra",female,48.3,1,1,Adulto
5016,"Ortiz, Lady. Joy",female,42.9,3,0,Adulto
5017,"Smith, Mrs. Melissa",female,18.7,1,1,Adolescente
5018,"Saunders, Rev. Micheal",male,37.2,3,0,Adulto_Joven
5019,"Jones, Rev. Daniel",male,40.8,3,1,Adulto
5020,"Fisher, Major. Aaron",male,10.8,3,0,Infante
5021,"Perez, Major. Michael",male,12,1,0,Infante
5022,"Johnson, Mrs. Natalie",female,19.8,1,1,Adolescente
5023,"Jones, Countess. Tammy",female,9.4,3,1,Infante
5024,"Roberson, Mr. Jacob",male,21.5,2,0,Adulto_Joven
5025,"Reed, Major. Travis",male,53.8,1,0,Adulto
5026,"Jones, Mr. Timothy",male,0.5,3,0,Infante
5027,"Gordon, Rev. John",male,41.9,2,0,Adulto
5028,"Pierce, Dr. Alyssa",female,44.9,1,1,Adulto
5029,"Murray, Lady. Barbara",female,41,1,1,Adulto
5030,"Kennedy, Dr. Anthony",male,40.2,3,0,Adulto
5031,"Blake, Col. Chris",male,56.9,2,0,Adulto
5032,"Simpson, Mrs. Cathy",female,55.3,1,1,Adulto
5033,"Le, Miss. Lori",female,38,3,1,Adulto_Joven
5034,"Crane, Dr. Sharon",female,35.1,1,1,Adulto_Joven
5035,"Martinez, Col. Daniel",male,31.8,2,0,Adulto_Joven
5036,"Hunt, Mrs. Dominique",female,43.7,1,1,Adulto
5037,"Hunt, Mr. Craig",male,38.6,1,0,Adulto_Joven
5038,"Gonzalez, Lady. Virginia",female,42.8,1,1,Adulto
5039,"Garcia, Mr. Timothy",male,32.1,1,0,Adulto_Joven
5040,"Miller, Dr. Cynthia",female,21.4,1,1,Adulto_Joven
5041,"Marsh, Countess. Jennifer",female,4.4,1,1,Infante
5042,"Davis, Sir. Paul",male,54,1,1,Adulto
5043,"White, Mr. Manuel",male,2.9,1,0,Infante
5044,"Hall, Countess. Tina",female,57.9,1,1,Adulto
5045,"Brown, Mr. Charles",male,21.2,1,0,Adulto_Joven
5046,"Gutierrez, Dr. Kelli",female,30.9,1,1,Adulto_Joven
5047,"Jenkins, Mrs. Nicole",female,36.8,1,1,Adulto_Joven
5048,"Lamb, Miss. Caitlin",female,33.6,3,1,Adulto_Joven
5049,"Moore, Miss. Melissa",female,35.2,1,1,Adulto_Joven
5050,"Cruz, Col. Eric",male,57.1,1,1,Adulto
5051,"Swanson, Mrs. Mary",female,0.2,3,0,Infante
5052,"Hayes, Dr. Mark",male,37.1,3,0,Adulto_Joven
5053,"Moore, Sir. Bryan",male,35.3,1,1,Adulto_Joven
5054,"Fisher, Miss. Natasha",female,25.9,1,1,Adulto_Joven
5055,"Thomas, Major. Anthony",male,60.8,1,1,Senior
5056,"Fox, Mrs. Theresa",female,7.6,2,1,Infante
5057,"Rios, Sir. Jesse",male,67.4,1,1,Senior
5058,"Lewis, Rev. Arthur",male,45.8,1,0,Adulto
5059,"Suarez, Mrs. Katherine",female,16.2,1,1,Adolescente
5060,"Griffith, Mr. Walter",male,40.8,3,0,Adulto
5061,"Calderon, Rev. Christopher",male,56.8,1,1,Adulto
5062,"Sanchez, Col. Joshua",male,47.1,3,0,Adulto
5063,"Sanchez, Major. Eugene",male,28.8,3,0,Adulto_Joven
5064,"Perez, Lady. Amy",female,12.3,1,1,Infante
5065,"Price, Countess. Emily",female,48.9,2,1,Adulto
5066,"Anderson, Rev. Aaron",male,22.2,1,0,Adulto_Joven
5067,"Frazier, Mr. Charles",male,34,1,1,Adulto_Joven
5068,"Smith, Countess. Kristin",female,19.3,3,0,Adolescente
5069,"Watts, Major. Alexander",male,44.1,1,1,Adulto
5070,"Mitchell, Miss. Jennifer",female,23.8,3,0,Adulto_Joven
5071,"Osborne, Miss. Jessica",female,42.8,2,1,Adulto
5072,"Wilson, Dr. Michael",male,50.1,1,1,Adulto
5073,"Lewis, Mrs. Patricia",female,8.2,3,1,Infante
5074,"Shah, Col. Kyle",male,32.5,1,0,Adulto_Joven
5075,"Mejia, Dr. Sheila",female,27.2,3,0,Adulto_Joven
5076,"Levy, Col. Jonathan",male,52.4,1,0,Adulto
5077,"Farmer, Mr. Tyler",male,29,3,0,Adulto_Joven
5078,"Carter, Dr. Amy",female,34.9,1,1,Adulto_Joven
5079,"Taylor, Countess. Janice",female,41.6,1,1,Adulto
5080,"Davis, Col. Mario",male,39.2,1,0,Adulto_Joven
5081,"Evans, Sir. Daniel",male,36.1,2,1,Adulto_Joven
5082,"Watson, Dr. Manuel",male,65.7,2,0,Senior
5083,"Harris, Countess. Gloria",female,39.7,1,1,Adulto_Joven
5084,"Reed, Dr. Stephanie",female,28,2,1,Adulto_Joven
5085,"Smith, Miss. Anna",female,38.7,1,1,Adulto_Joven
5086,"Wood, Sir. Timothy",male,39.3,1,1,Adulto_Joven
5087,"Orozco, Major. Henry",male,41.3,2,0,Adulto
5088,"Rhodes, Miss. Carrie",female,41,2,1,Adulto
5089,"Thompson, Mr. David",male,49.7,2,0,Adulto
5090,"Khan, Dr. Paula",female,19.6,3,0,Adolescente
